"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"H2-T22";8,85966644834398e-11;8,86556214629586;0,028;0;1,65764359248516e-06;"P21";"H2-T22"
"Krt80";8,85966644834495e-11;8,6734206226417;0,028;0;1,65764359248534e-06;"P21";"Krt80"
"Akap8l";1,073595422316e-10;0,854998768524819;0,405;0,253;2,00869703515323e-06;"P21";"Akap8l"
"Mroh1";1,25831148345742e-10;1,36512862094368;0,149;0,052;2,35430078554884e-06;"P21";"Mroh1"
"Atf6";1,28825753437008e-10;1,90846053714855;0,097;0,023;2,41032984680642e-06;"P21";"Atf6"
"Me3";1,34894564906596e-10;1,2192045641678;0,192;0,079;2,5238773094024e-06;"P21";"Me3"
"Grin1";1,49724692714734e-10;0,71358163540121;0,545;0,397;2,80134900069267e-06;"P21";"Grin1"
"Rogdi";1,52343188271782e-10;1,29285227208274;0,166;0,063;2,85034105256504e-06;"P21";"Rogdi"
"Ccl27a";1,56643278025891e-10;1,01881153688463;0,306;0,165;2,93079573186443e-06;"P21";"Ccl27a"
"Josd2";1,62779725518021e-10;2,26301605777494;0,084;0,017;3,04560866444217e-06;"P21";"Josd2"
"Dzank1";1,67978767611002e-10;1,35891333351682;0,159;0,059;3,14288274200185e-06;"P21";"Dzank1"
"Enpp2";1,68648296447621e-10;1,79841642274286;0,136;0,044;3,15540962653498e-06;"P21";"Enpp2"
"Mfsd4a";1,69730224745572e-10;1,32380688032243;0,166;0,063;3,17565250498964e-06;"P21";"Mfsd4a"
"Dnm1";1,71196061813384e-10;0,831602996976297;0,349;0,199;3,20307831652842e-06;"P21";"Dnm1"
"Nyap2";1,74261982784968e-10;1,32981020611075;0,155;0,056;3,26044169790675e-06;"P21";"Nyap2"
"Wls";1,95537275862645e-10;2,43410479984387;0,067;0,01;3,65850243139009e-06;"P21";"Wls"
"Ephx4";1,97431138729072e-10;1,42323816870885;0,136;0,045;3,69393660562093e-06;"P21";"Ephx4"
"Wwp2";2,01197744214334e-10;1,67706921898232;0,106;0,028;3,7644097942502e-06;"P21";"Wwp2"
"Tet3";2,2057986313526e-10;1,22939845076735;0,222;0,101;4,12704923926072e-06;"P21";"Tet3"
"Numb";2,32980961299734e-10;1,73652885702227;0,116;0,034;4,35907378591803e-06;"P21";"Numb"
"Blnk";2,46403702288272e-10;4,28915435762169;0,043;0,003;4,61021326981358e-06;"P21";"Blnk"
"Fhad1";2,52356013320787e-10;4,55247867912516;0,041;0,002;4,72158100923193e-06;"P21";"Fhad1"
"Fbxl20";2,64630844442318e-10;1,5049291636572;0,153;0,055;4,95124309951577e-06;"P21";"Fbxl20"
"Slc20a1";2,71669005655702e-10;0,953461675027619;0,39;0,24;5,08292709581818e-06;"P21";"Slc20a1"
"Ypel4";2,77674410053742e-10;2,22623233935794;0,082;0,017;5,19528821210552e-06;"P21";"Ypel4"
"Ntng1";2,80007442895385e-10;1,06168337903478;0,312;0,174;5,23893925657265e-06;"P21";"Ntng1"
"Dnajb5";2,82985989815825e-10;1,35363420988473;0,205;0,09;5,29466786945408e-06;"P21";"Dnajb5"
"Chn1";2,89704906380628e-10;1,11253632490115;0,291;0,157;5,42037879838155e-06;"P21";"Chn1"
"Ckb";3,05808598073798e-10;0,825246827933799;0,435;0,284;5,72167886996076e-06;"P21";"Ckb"
"Atp1a1";3,30008781776322e-10;0,915808530576217;0,323;0,18;6,17446430703499e-06;"P21";"Atp1a1"
"Ppargc1b";3,38714202551018e-10;1,81613279313367;0,129;0,042;6,33734272972956e-06;"P21";"Ppargc1b"
"Bc1";4,15459509356182e-10;2,13348750132443;0,078;0,015;7,77324742005417e-06;"P21";"Bc1"
"Crebrf";4,3580572483286e-10;2,54973445331541;0,08;0,016;8,1539251116228e-06;"P21";"Crebrf"
"Rbm6";4,68048975945268e-10;0,996762955502487;0,287;0,151;8,75719633993596e-06;"P21";"Rbm6"
"Galnt9";4,80714674328801e-10;1,60820241635886;0,127;0,041;8,99417155669187e-06;"P21";"Galnt9"
"Klhl33";4,85551830251768e-10;2,33275433377315;0,069;0,012;9,08467474401058e-06;"P21";"Klhl33"
"Zeb1";5,05156669145374e-10;1,31642785331525;0,147;0,053;9,45148127970995e-06;"P21";"Zeb1"
"Gm20045";5,3833239985551e-10;2,00920584409226;0,101;0,027;1,00721992012966e-05;"P21";"Gm20045"
"Vps13a";5,65449548920749e-10;0,897533921776772;0,267;0,137;1,05795610603072e-05;"P21";"Vps13a"
"Sel1l3";6,68805470115986e-10;1,38936949943922;0,213;0,099;1,25133503458701e-05;"P21";"Sel1l3"
"Ryk";6,69638638770381e-10;1,28399552252342;0,185;0,078;1,25289389313938e-05;"P21";"Ryk"
"Zcchc7";7,05559263138863e-10;0,699738424027494;0,506;0,357;1,32010138133281e-05;"P21";"Zcchc7"
"Ndrg4";7,85534645886548e-10;0,682391231221036;0,519;0,37;1,46973532245373e-05;"P21";"Ndrg4"
"4430402I18Rik";8,35539425341589e-10;1,50904566236972;0,17;0,068;1,56329426481411e-05;"P21";"4430402I18Rik"
"Vps13b";8,96725844970806e-10;1,30249774655719;0,19;0,081;1,67777405594038e-05;"P21";"Vps13b"
"Atp8b2";1,01419706294423e-09;1,47793547359226;0,134;0,046;1,89756270476865e-05;"P21";"Atp8b2"
"Mbtd1";1,05921915299717e-09;1,3867378819881;0,194;0,086;1,98179903525771e-05;"P21";"Mbtd1"
"Grasp";1,13131235618673e-09;2,31999730443141;0,071;0,013;2,11668541842537e-05;"P21";"Grasp"
"Nap1l5";1,27984945923647e-09;1,35443604992858;0,177;0,073;2,39459833823144e-05;"P21";"Nap1l5"
"Gm14703";1,43601906033309e-09;2,80788439708795;0,065;0,011;2,6867916618832e-05;"P21";"Gm14703"
"Itm2c";1,46674557556868e-09;1,4480384382856;0,183;0,079;2,74428097188901e-05;"P21";"Itm2c"
"Fbxo18";1,59628313594865e-09;1,30125853815146;0,177;0,074;2,98664574735992e-05;"P21";"Fbxo18"
"Ldhb";1,69954806132937e-09;1,19752674487327;0,185;0,08;3,17985442274726e-05;"P21";"Ldhb"
"Iqsec1";1,70935377570661e-09;1,25727692366197;0,168;0,068;3,19820091434706e-05;"P21";"Iqsec1"
"D930016D06Rik";1,78604169994887e-09;1,04933435000575;0,272;0,144;3,34168402060433e-05;"P21";"D930016D06Rik"
"Arap2";1,9043177340743e-09;0,940428480816602;0,276;0,147;3,56297848045301e-05;"P21";"Arap2"
"Aaed1";2,16087114090821e-09;3,14957424235652;0,052;0,006;4,04298990463926e-05;"P21";"Aaed1"
"Pcsk5";2,21061275494092e-09;1,28721967696854;0,181;0,077;4,13605646449446e-05;"P21";"Pcsk5"
"Rhobtb2";2,31805356427136e-09;1,53982483767152;0,159;0,063;4,33707821875172e-05;"P21";"Rhobtb2"
"Lrrtm3";2,41185433384358e-09;1,23924361939995;0,252;0,13;4,51257945862134e-05;"P21";"Lrrtm3"
"Hnrnpu";2,50744330055443e-09;0,665891563896146;0,498;0,345;4,69142641533734e-05;"P21";"Hnrnpu"
"Ctnnal1";2,65384003210866e-09;1,60851836967653;0,119;0,038;4,96533470007531e-05;"P21";"Ctnnal1"
"Far1";2,85296342050309e-09;0,836001913245384;0,332;0,193;5,33789455976128e-05;"P21";"Far1"
"Jam3";3,04650841765157e-09;1,54215052033023;0,129;0,045;5,70001724942609e-05;"P21";"Jam3"
"Schip1";3,05830919770064e-09;1,80129868918274;0,112;0,035;5,72209650889789e-05;"P21";"Schip1"
"Psme4";3,30180920033858e-09;1,00722049079965;0,248;0,127;6,17768501383348e-05;"P21";"Psme4"
"Baz1b";3,33404619938095e-09;1,21221009720664;0,209;0,098;6,23800043904176e-05;"P21";"Baz1b"
"Uhrf1bp1l";3,35074043901192e-09;1,04619192298685;0,213;0,102;6,26923536139131e-05;"P21";"Uhrf1bp1l"
"Mdm4";3,3553493785453e-09;1,28926415484155;0,211;0,101;6,27785868725825e-05;"P21";"Mdm4"
"Car10";3,58767538698836e-09;2,36703294851233;0,069;0,013;6,71254064905522e-05;"P21";"Car10"
"Cnot3";3,9548941384466e-09;1,09440951546309;0,164;0,068;7,39960693303359e-05;"P21";"Cnot3"
"Mcf2l";4,23638739475087e-09;0,790629116988279;0,407;0,261;7,92628081557888e-05;"P21";"Mcf2l"
"Zfp612";4,38678408892563e-09;1,34679381063211;0,177;0,076;8,20767303037985e-05;"P21";"Zfp612"
"Nfkb1";4,5100453358353e-09;1,2989503479811;0,121;0,041;8,43829482334785e-05;"P21";"Nfkb1"
"Synj2";4,64889023913926e-09;2,11254433220541;0,065;0,012;8,69807363742956e-05;"P21";"Synj2"
"2410089E03Rik";4,69434387279992e-09;0,533049151956386;0,409;0,264;8,78311738600866e-05;"P21";"2410089E03Rik"
"Fat3";4,9397786849181e-09;1,02729427350659;0,256;0,134;9,24232591948176e-05;"P21";"Fat3"
"Tmbim1";5,56465503464654e-09;2,40545850456895;0,058;0,009;0,000104114695698237;"P21";"Tmbim1"
"Wbp11";5,62176327861107e-09;1,16141375936186;0,142;0,054;0,000105183190942813;"P21";"Wbp11"
"Synj2bp";5,69021568902018e-09;1,04839482946696;0,177;0,077;0,000106463935541568;"P21";"Synj2bp"
"C78859";5,71018141488381e-09;0,734129644215374;0,401;0,259;0,000106837494272476;"P21";"C78859"
"Il1rap";5,718502987539e-09;1,38207730189254;0,11;0,035;0,000106993190896855;"P21";"Il1rap"
"Rnf150";6,28541177263724e-09;1,20528051846192;0,142;0,054;0,000117600054266043;"P21";"Rnf150"
"Tatdn3";6,89933172333477e-09;2,11786906609021;0,078;0,018;0,000129086496543594;"P21";"Tatdn3"
"Ociad2";8,31485304266478e-09;1,24358310106318;0,168;0,071;0,000155570900428258;"P21";"Ociad2"
"Vps13c";8,55212512863786e-09;1,10009298360684;0,222;0,11;0,000160010261156814;"P21";"Vps13c"
"Dnah9";8,8810434063027e-09;3,85062517762129;0,043;0,004;0,000166164322131923;"P21";"Dnah9"
"Inpp5j";8,98839861765537e-09;1,46468835951115;0,119;0,04;0,000168172938136332;"P21";"Inpp5j"
"Rph3a";9,0654876986301e-09;1,15354259917162;0,179;0,079;0,000169615274841369;"P21";"Rph3a"
"Alas1";1,0333315130118e-08;1,31453013984272;0,129;0,047;0,000193336326084507;"P21";"Alas1"
"Catspere2";1,0481833061542e-08;2,50628934411435;0,052;0,007;0,000196115096581451;"P21";"Catspere2"
"Ppp2r5a";1,0926546054981e-08;1,45575395127296;0,116;0,039;0,000204435676688695;"P21";"Ppp2r5a"
"Ptk2b";1,17252424208171e-08;0,864616511576381;0,209;0,103;0,000219379285693487;"P21";"Ptk2b"
"Jcad";1,174628475662e-08;1,88278016425536;0,091;0,025;0,000219772987796361;"P21";"Jcad"
"Pdlim1";1,19025707469319e-08;5,50874888621854;0,028;0,001;0,000222697098675097;"P21";"Pdlim1"
"Gfod1";1,20092436844601e-08;1,32408027605727;0,108;0,035;0,000224692949336248;"P21";"Gfod1"
"Ptk2";1,27442277906756e-08;0,923079404446121;0,239;0,124;0,000238444501963541;"P21";"Ptk2"
"Srrm3";1,34721367768623e-08;0,71561268447109;0,397;0,256;0,000252063679095094;"P21";"Srrm3"
"Vegfa";1,34961054940039e-08;1,86908698687082;0,101;0,031;0,000252512133792814;"P21";"Vegfa"
"Dnajb4";1,38172947752268e-08;1,27684250241077;0,147;0,058;0,000258521585244493;"P21";"Dnajb4"
"Tmem132b";1,43021932409572e-08;1,38191230816988;0,168;0,073;0,000267594035538308;"P21";"Tmem132b"
"Alms1";1,44191076613663e-08;1,27082006872255;0,138;0,053;0,000269781504344163;"P21";"Alms1"
"Sptbn4";1,63347427278603e-08;0,750207952438973;0,386;0,245;0,000305623036438266;"P21";"Sptbn4"
"Cst3";1,68892515387036e-08;0,697633230448798;0,461;0,314;0,000315997896289144;"P21";"Cst3"
"Osbpl3";1,73217951799559e-08;0,958656275866861;0,25;0,133;0,000324090787816975;"P21";"Osbpl3"
"Gpr146";1,82082847042377e-08;4,06587964428131;0,03;0,001;0,000340677006816288;"P21";"Gpr146"
"Dennd5b";1,94967884315883e-08;0,863929152106659;0,276;0,153;0,000364784911555018;"P21";"Dennd5b"
"Bcl2";1,98325657649342e-08;1,77972893411302;0,114;0,039;0,000371067305461919;"P21";"Bcl2"
"Trmt1l";2,00378370404378e-08;1,46402176667293;0,129;0,048;0,000374907931026592;"P21";"Trmt1l"
"Tef";2,07591537539198e-08;1,12429234248799;0,2;0,096;0,000388403766735839;"P21";"Tef"
"Gnb5";2,07911145238258e-08;1,10262968546999;0,164;0,071;0,000389001752740781;"P21";"Gnb5"
"Chpt1";2,11282814351571e-08;1,13965457147858;0,155;0,065;0,000395310145651789;"P21";"Chpt1"
"Ly6e";2,31311328179191e-08;1,23459424971571;0,181;0,082;0,000432783495023266;"P21";"Ly6e"
"Ythdc2";2,38266380131353e-08;1,05155817947719;0,194;0,092;0,000445796397225761;"P21";"Ythdc2"
"Rabgap1l";2,38379783836594e-08;0,850187957666867;0,259;0,141;0,000446008575558267;"P21";"Rabgap1l"
"Gm5136";2,59028452968713e-08;1,47347740173899;0,123;0,044;0,000484642235504462;"P21";"Gm5136"
"Arpp19";2,72846593075347e-08;1,18913744824397;0,211;0,105;0,000510495975643975;"P21";"Arpp19"
"Gm3764";2,80861670138983e-08;0,811785603806966;0,358;0,224;0,000525492184830037;"P21";"Gm3764"
"Unc79";2,81384512924437e-08;1,15779750892147;0,209;0,103;0,000526470423681622;"P21";"Unc79"
"Rimbp2";2,8642178239601e-08;0,989847470498938;0,246;0,131;0,000535895154862934;"P21";"Rimbp2"
"Med12l";2,96574530300951e-08;1,93641255687038;0,088;0,025;0,000554890946193079;"P21";"Med12l"
"Aldoc";2,96958129812513e-08;2,21366445197626;0,075;0,018;0,000555608660879213;"P21";"Aldoc"
"Tcea2";2,99071703669974e-08;1,56310311307315;0,099;0,031;0,000559563157566521;"P21";"Tcea2"
"Adrb1";3,40251886408012e-08;1,32381627176637;0,159;0,068;0,00063661127946939;"P21";"Adrb1"
"Slc1a2";3,61306927799474e-08;0,959894577240476;0,25;0,135;0,000676005261912816;"P21";"Slc1a2"
"Sgk1";3,67786007799264e-08;1,59241007308764;0,095;0,029;0,000688127620592423;"P21";"Sgk1"
"Cep70";3,71681789056893e-08;1,15633709257571;0,155;0,066;0,000695416627325446;"P21";"Cep70"
"E530011L22Rik";3,89022689635931e-08;2,33608337237328;0,056;0,01;0,000727861452308827;"P21";"E530011L22Rik"
"Vps37a";4,23075436846972e-08;0,935182819458454;0,157;0,069;0,000791574142340685;"P21";"Vps37a"
"Fam20a";4,50390261218287e-08;1,59574052507407;0,103;0,034;0,000842680178739416;"P21";"Fam20a"
"Magi2";4,70791345165515e-08;0,833109019920861;0,336;0,207;0,000880850606804679;"P21";"Magi2"
"Brdt";4,83457158637099e-08;2,25267278134249;0,06;0,012;0,000904548343810013;"P21";"Brdt"
"Ranbp2";4,85660723612003e-08;0,677844962594944;0,19;0,095;0,000908671213878058;"P21";"Ranbp2"
"Cdc40";5,26186226891673e-08;1,21703606830736;0,155;0,066;0,00098449443051432;"P21";"Cdc40"
"Ubn1";5,5605474661288e-08;1,04172298581051;0,17;0,077;0,0010403784309127;"P21";"Ubn1"
"Serpinb8";5,62899491985416e-08;4,34022832349378;0,026;0,001;0,00105318494950471;"P21";"Serpinb8"
"Cep83";5,75591218869849e-08;0,944687787039005;0,207;0,104;0,00107693117050549;"P21";"Cep83"
"Gm26673";5,93482679326358e-08;5,57461715480405;0,026;0,001;0,00111040609301962;"P21";"Gm26673"
"Lrp1b";6,03001015457914e-08;0,860978046021449;0,39;0,269;0,00112821489992176;"P21";"Lrp1b"
"Focad";6,13339824467177e-08;0,932920607610413;0,185;0,089;0,00114755881157809;"P21";"Focad"
"Adcy9";6,33699813818152e-08;1,41177180996479;0,138;0,055;0,00118565235165376;"P21";"Adcy9"
"Mbd5";6,3700113160313e-08;1,06417509085015;0,179;0,084;0,00119182911722946;"P21";"Mbd5"
"Mark3";6,38065583703949e-08;0,72323159107165;0,347;0,217;0,00119382070711009;"P21";"Mark3"
"Morc2b";6,38383325196451e-08;3,05868866721435;0,043;0,005;0,00119441520144256;"P21";"Morc2b"
"Gm13305";6,40092122584053e-08;3,83183268928313;0,037;0,003;0,00119761236135476;"P21";"Gm13305"
"Brwd1";7,38148231176926e-08;0,857691203771998;0,246;0,134;0,00138107534053203;"P21";"Brwd1"
"E130102H24Rik";7,42253066636513e-08;1,89303023706468;0,078;0,02;0,00138875548767692;"P21";"E130102H24Rik"
"Mia2";7,94754640661543e-08;1,26170862317348;0,166;0,075;0,00148698593267775;"P21";"Mia2"
"Lacc1";7,96032233537576e-08;3,42857695202396;0,034;0,003;0,0014893763089488;"P21";"Lacc1"
"Gm34788";8,08265498585762e-08;4,06341489456758;0,034;0,003;0,00151226474785396;"P21";"Gm34788"
"Usp28";8,31941462416515e-08;1,51376011057362;0,093;0,029;0,0015565624761813;"P21";"Usp28"
"Anks1b";8,32103344957491e-08;0,777041433527673;0,431;0,315;0,00155686535841547;"P21";"Anks1b"
"Gm38399";8,55103801535837e-08;8,56490511631541;0,019;0;0,00159989921267355;"P21";"Gm38399"
"Epor";8,55103801535956e-08;8,13798416159613;0,019;0;0,00159989921267377;"P21";"Epor"
"Chrnb3";8,55103801536043e-08;8,54165355897318;0,019;0;0,00159989921267394;"P21";"Chrnb3"
"Ifitm10";8,55530621144325e-08;3,83484033849367;0,028;0,001;0,00160069779216103;"P21";"Ifitm10"
"Pak1";8,71455586828088e-08;1,09819639989327;0,166;0,075;0,00163049340295535;"P21";"Pak1"
"Cntn2";8,73553148472422e-08;0,719166864876936;0,235;0,129;0,0016344179407919;"P21";"Cntn2"
"Hmg20a";8,97229225914448e-08;1,13086246287021;0,147;0,062;0,00167871588168593;"P21";"Hmg20a"
"Ndufaf4";9,03742424806379e-08;0,901242003371867;0,216;0,112;0,00169090207681274;"P21";"Ndufaf4"
"Gm26724";9,12322485995778e-08;2,39429540425373;0,06;0,012;0,0017069553712981;"P21";"Gm26724"
"Dgkz";9,62621080253035e-08;0,854073455719448;0,338;0,214;0,00180106404115343;"P21";"Dgkz"
"Birc2";9,78396347410141e-08;1,32567313852711;0,099;0,033;0,00183057956600437;"P21";"Birc2"
"Mast3";9,88921117025039e-08;1,04646291160941;0,138;0,057;0,00185027140995385;"P21";"Mast3"
"Paip2b";1,00466627489419e-07;2,0287120399424;0,086;0,025;0,00187973060032702;"P21";"Paip2b"
"A230050P20Rik";1,06926851843411e-07;1,01968957735529;0,177;0,083;0,00200060139799021;"P21";"A230050P20Rik"
"Nup98";1,1025255464517e-07;0,983624078882452;0,106;0,038;0,00206282529741113;"P21";"Nup98"
"Clstn3";1,11151843998807e-07;0,673106240722039;0,293;0,174;0,00207965100121768;"P21";"Clstn3"
"Rapgef4";1,1202201766713e-07;1,22442629497967;0,17;0,078;0,00209593195055199;"P21";"Rapgef4"
"Rock2";1,16893629931498e-07;0,907846205268035;0,315;0,196;0,00218707981601832;"P21";"Rock2"
"Wdr60";1,25156501738906e-07;0,971735919554884;0,177;0,084;0,00234167814753494;"P21";"Wdr60"
"B230334C09Rik";1,25243009085895e-07;0,615081307894245;0,472;0,338;0,00234329669999709;"P21";"B230334C09Rik"
"Gprin3";1,30411142685863e-07;1,35415401898205;0,136;0,055;0,0024399924796525;"P21";"Gprin3"
"Banp";1,32618588294779e-07;1,05202351110237;0,155;0,069;0,00248129378699531;"P21";"Banp"
"Casz1";1,34741889325436e-07;1,85139273548782;0,073;0,019;0,0025210207492789;"P21";"Casz1"
"Zufsp";1,38834574980788e-07;1,34259998873969;0,116;0,043;0,00259759489789055;"P21";"Zufsp"
"Trim39";1,45720437839066e-07;1,29787762472389;0,125;0,049;0,00272642939196892;"P21";"Trim39"
"Spata7";1,50737528895429e-07;0,913742155682213;0,244;0,134;0,00282029916563348;"P21";"Spata7"
"Bcl11a";1,60024110897682e-07;0,680257094790495;0,371;0,24;0,00299405111489563;"P21";"Bcl11a"
"Rnf149";1,62680342044058e-07;1,18611185939;0,138;0,057;0,00304374919964432;"P21";"Rnf149"
"Tmem38a";1,63014146483624e-07;1,24660765829715;0,127;0,05;0,0030499946807086;"P21";"Tmem38a"
"C2cd5";1,64157370798683e-07;0,798546303298229;0,308;0,187;0,00307138440764336;"P21";"C2cd5"
"Mast4";1,64612272669319e-07;1,25013108250707;0,14;0,059;0,00307989562164295;"P21";"Mast4"
"Klhl24";1,70040767634784e-07;1,26593448006086;0,157;0,07;0,0031814627624468;"P21";"Klhl24"
"Phactr1";1,78425303112857e-07;0,741882203828405;0,379;0,252;0,00333833742124155;"P21";"Phactr1"
"Ttc7b";1,84974543615339e-07;1,06308626800138;0,188;0,092;0,00346087371104299;"P21";"Ttc7b"
"Gm44257";1,88455241261594e-07;1,65758352515825;0,073;0,019;0,00352599756400443;"P21";"Gm44257"
"Apoe";1,92772702065433e-07;1,10067736644336;0,263;0,155;0,00360677725564426;"P21";"Apoe"
"Ccnl1";1,94328016200663e-07;1,05140004083348;0,272;0,161;0,0036358771831144;"P21";"Ccnl1"
"Etnk1";2,01668867343155e-07;0,438810228751771;0,591;0,449;0,00377322450799043;"P21";"Etnk1"
"Cmc2";2,07248319156243e-07;2,38794474724644;0,041;0,005;0,0038776160514133;"P21";"Cmc2"
"Fn3k";2,12455589526144e-07;2,80740068131799;0,058;0,012;0,00397504408003416;"P21";"Fn3k"
"Dpy19l1";2,15969949756922e-07;1,14942440969994;0,17;0,08;0,00404079775995201;"P21";"Dpy19l1"
"R3hdm2";2,16377148389482e-07;0,705318723838368;0,343;0,217;0,00404841644636721;"P21";"R3hdm2"
"Myo5c";2,23259860012662e-07;2,72163765453373;0,041;0,005;0,0041771919808369;"P21";"Myo5c"
"Usp19";2,2449694490828e-07;0,962156461512905;0,192;0,096;0,00420033783923392;"P21";"Usp19"
"Tnrc6b";2,33579612222146e-07;0,768484492996091;0,323;0,201;0,00437027454467636;"P21";"Tnrc6b"
"Abcb9";2,42318329670535e-07;0,930906338303403;0,183;0,091;0,00453377594813572;"P21";"Abcb9"
"Lpcat4";2,45963831652088e-07;1,40065296780331;0,078;0,022;0,00460198329021057;"P21";"Lpcat4"
"Safb2";2,54271452750643e-07;0,713635699702878;0,254;0,145;0,00475741888096452;"P21";"Safb2"
"Hhatl";2,56878616159161e-07;3,65295015773231;0,034;0,003;0,0048061989083379;"P21";"Hhatl"
"Lrrk2";2,67858426396966e-07;1,76255722287947;0,075;0,021;0,00501163115788723;"P21";"Lrrk2"
"Ier5l";2,69607556487557e-07;1,1506034779319;0,106;0,039;0,00504435738188219;"P21";"Ier5l"
"Nsd3";2,73162333713807e-07;0,671353493129999;0,276;0,163;0,00511086726378533;"P21";"Nsd3"
"Ttc19";2,75637617914277e-07;0,919444898331465;0,28;0,166;0,00515717983117612;"P21";"Ttc19"
"Col4a2";2,77636038392786e-07;0,908137871905504;0,181;0,09;0,00519457027832903;"P21";"Col4a2"
"Arhgap32";2,84567511013796e-07;0,919755936900783;0,274;0,161;0,00532425813106811;"P21";"Arhgap32"
"Plpbp";2,85862856330892e-07;0,963932596343281;0,198;0,101;0,00534849404195099;"P21";"Plpbp"
"Slco2a1";2,91396049197212e-07;6,06204177495675;0,024;0,001;0,00545202008047984;"P21";"Slco2a1"
"Plag1";2,92001932955057e-07;5,9351176591776;0,024;0,001;0,00546335616558911;"P21";"Plag1"
"Zfp260";2,94494515319673e-07;1,28463293607854;0,142;0,061;0,00550999238163108;"P21";"Zfp260"
"Luzp1";3,0215327878117e-07;0,974113183963066;0,155;0,071;0,00565328784599569;"P21";"Luzp1"
"Cop1";3,17368770540077e-07;1,38175927433833;0,181;0,092;0,00593796969680484;"P21";"Cop1"
"Sec24a";3,36481472272871e-07;1,23740899644903;0,134;0,056;0,00629556834622541;"P21";"Sec24a"
"Fbxo34";3,60615953953743e-07;1,78289726338339;0,08;0,023;0,00674712449847453;"P21";"Fbxo34"
"Acap2";3,6992910978579e-07;0,954062382306054;0,226;0,123;0,00692137364409212;"P21";"Acap2"
"Kcnq2";3,98767319466403e-07;0,632308143044784;0,457;0,33;0,0074609365472164;"P21";"Kcnq2"
"Olfr25";4,07922674466302e-07;4,23670089022558;0,026;0,001;0,0076322332392645;"P21";"Olfr25"
"Mpp2";4,14388973833928e-07;1,37299191330843;0,084;0,026;0,0077532177004328;"P21";"Mpp2"
"Tsc22d4";4,21106502077476e-07;1,62247622178011;0,088;0,028;0,00787890265386958;"P21";"Tsc22d4"
"Acss2";4,25999225144039e-07;1,22306756584917;0,103;0,038;0,00797044550244498;"P21";"Acss2"
"Kmt2a";4,28452315330468e-07;0,632468404773036;0,446;0,32;0,00801634281983306;"P21";"Kmt2a"
"Cacna2d2";4,37828271550257e-07;2,10210452198791;0,065;0,016;0,0081917669607053;"P21";"Cacna2d2"
"Lgi4";4,3826781100759e-07;4,20239455141551;0,028;0,002;0,00819999074395201;"P21";"Lgi4"
"Zbtb16";4,44201398007863e-07;1,67006956064068;0,073;0,02;0,00831100815672711;"P21";"Zbtb16"
"Mettl27";4,57187776860866e-07;2,46414125198957;0,037;0,004;0,00855398330506679;"P21";"Mettl27"
"Ring1";4,73317249589027e-07;1,31694914372037;0,093;0,031;0,0088557657398107;"P21";"Ring1"
"Fbxw7";4,75832243652667e-07;0,702831503773418;0,28;0,168;0,0089028212787414;"P21";"Fbxw7"
"Fhl2";4,78087975298008e-07;1,55793696811016;0,069;0,018;0,00894502601782572;"P21";"Fhl2"
"Cd164l2";4,78944666059895e-07;7,89762117775804;0,017;0;0,00896105470198064;"P21";"Cd164l2"
"Cobl";4,81153478423169e-07;1,32586465718715;0,125;0,051;0,00900238158129748;"P21";"Cobl"
"Nsf";5,18789650408435e-07;0,65093531122236;0,304;0,188;0,00970655435914182;"P21";"Nsf"
"Sirt7";5,27117980148934e-07;0,746666989033763;0,224;0,124;0,00986237740858655;"P21";"Sirt7"
"Slc25a37";5,34366491326284e-07;1,81701358636911;0,071;0,019;0,00999799705271477;"P21";"Slc25a37"
"Zfp365";5,4001858554649e-07;0,928867762713484;0,175;0,086;0,0101037477355748;"P21";"Zfp365"
"Habp4";5,6595505556157e-07;1,13415240760127;0,179;0,089;0,010589019089557;"P21";"Habp4"
